code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_group,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,completed_mooc
DDD,2013J,592284,2,North Western Region,3,Oct-20,1,0-35,0,120,2,Fail,-87,1
DDD,2013J,592299,2,East Anglian Region,,60-70%,1,0-35,0,60,1,Withdrawn,-102,0
DDD,2013J,592315,1,East Anglian Region,2,70-80%,1,0-35,0,120,2,Pass,-102,1
DDD,2013J,592382,1,Ireland,2,,2,35-55,0,60,1,Pass,-70,1
DDD,2013J,592486,1,Scotland,2,70-80%,1,0-35,0,90,1,Fail,-58,1
DDD,2013J,592494,2,West Midlands Region,3,0-10%,1,0-35,0,90,1,Pass,-58,1
DDD,2013J,592577,1,South Region,3,,1,0-35,0,120,1,Pass,-64,1
DDD,2013J,592625,1,Wales,3,40-50%,1,0-35,0,60,1,Distinction,-44,1
DDD,2013J,592658,1,West Midlands Region,2,0-10%,2,35-55,0,120,1,Withdrawn,-87,0
DDD,2013J,592709,1,Yorkshire Region,3,70-80%,2,35-55,0,60,1,Fail,-45,1
DDD,2013J,592749,1,Scotland,2,0-10%,1,0-35,0,60,1,Fail,-78,1
DDD,2013J,592804,1,East Anglian Region,3,0-10%,1,0-35,0,60,1,Withdrawn,-97,1
DDD,2013J,592950,2,South East Region,3,60-70%,2,35-55,0,60,2,Pass,-98,1
DDD,2013J,593075,1,South Region,3,40-50%,1,0-35,0,60,1,Withdrawn,-65,0
DDD,2013J,593103,1,North Western Region,3,20-30%,1,0-35,0,120,1,Pass,-101,1
DDD,2013J,593303,1,Scotland,2,Oct-20,1,0-35,0,60,1,Fail,-45,1
DDD,2013J,593338,1,East Midlands Region,2,60-70%,1,0-35,0,60,1,Pass,-49,1
DDD,2013J,593345,2,Yorkshire Region,3,60-70%,1,0-35,0,240,1,Withdrawn,-94,0
DDD,2013J,593475,1,Wales,2,20-30%,1,0-35,0,150,1,Withdrawn,-53,0
DDD,2013J,593594,1,South West Region,2,20-30%,1,0-35,0,90,1,Withdrawn,-39,0
DDD,2013J,593654,2,East Anglian Region,3,80-90%,2,35-55,0,60,1,Pass,-29,1
DDD,2013J,593903,1,South Region,3,70-80%,1,0-35,0,120,1,Fail,-98,1
DDD,2013J,593973,1,South Region,2,90-100%,1,0-35,0,90,1,Pass,-50,1
DDD,2013J,594011,2,London Region,3,50-60%,1,0-35,0,90,1,Pass,-58,1
DDD,2013J,594052,1,North Western Region,3,80-90%,1,0-35,0,90,1,Pass,-70,1
DDD,2013J,594079,1,Yorkshire Region,2,0-10%,1,0-35,0,60,1,Withdrawn,-72,1
DDD,2013J,594081,1,South West Region,3,90-100%,1,0-35,0,120,1,Withdrawn,-10,0
DDD,2013J,594086,1,Wales,3,20-30%,1,0-35,0,120,1,Fail,-50,1
DDD,2013J,594164,2,North Western Region,,0-10%,1,0-35,0,120,2,Withdrawn,-78,0
DDD,2013J,594201,2,North Region,1,,1,0-35,0,120,1,Pass,-38,1
DDD,2013J,594407,2,South East Region,3,90-100%,1,0-35,0,120,1,Withdrawn,-95,0
DDD,2013J,594414,1,West Midlands Region,2,Oct-20,1,0-35,0,120,1,Withdrawn,-29,0
DDD,2013J,594419,2,North Western Region,2,40-50%,1,0-35,0,90,1,Pass,-95,1
DDD,2013J,594507,1,South Region,2,50-60%,2,35-55,0,60,1,Pass,-91,1
DDD,2013J,594578,1,East Anglian Region,3,90-100%,1,0-35,0,60,1,Fail,-95,1
DDD,2013J,594599,2,North Region,2,,1,0-35,0,60,1,Withdrawn,-94,0
DDD,2013J,594869,2,North Western Region,3,50-60%,1,0-35,0,60,1,Fail,-67,1
DDD,2013J,594880,2,South East Region,3,40-50%,1,0-35,0,90,1,Withdrawn,-94,1
DDD,2013J,594925,2,Ireland,2,20-30%,1,0-35,0,60,1,Pass,-53,1
DDD,2013J,594963,2,Wales,3,80-90%,2,35-55,0,60,1,Pass,-67,1
DDD,2013J,595008,1,North Western Region,3,Oct-20,1,0-35,0,60,1,Withdrawn,-87,0
DDD,2013J,595079,2,Scotland,3,40-50%,1,0-35,0,90,1,Pass,-29,1
DDD,2013J,595319,1,North Western Region,3,0-10%,1,0-35,0,120,1,Distinction,-92,1
DDD,2013J,595396,2,South Region,3,60-70%,1,0-35,0,120,1,Withdrawn,-67,0
DDD,2013J,595495,1,East Anglian Region,3,50-60%,1,0-35,0,60,2,Pass,-70,1
DDD,2013J,595601,2,Wales,3,Oct-20,1,0-35,0,60,1,Fail,-56,1
DDD,2013J,595659,1,Yorkshire Region,3,0-10%,1,0-35,0,90,1,Pass,-90,1
DDD,2013J,595685,1,East Midlands Region,3,60-70%,1,0-35,0,120,1,Pass,-90,1
DDD,2013J,595687,1,Scotland,3,20-30%,1,0-35,0,60,1,Pass,-36,1
DDD,2013J,595720,2,South West Region,3,40-50%,1,0-35,0,210,1,Withdrawn,-45,0
DDD,2013J,595723,1,West Midlands Region,2,0-10%,1,0-35,0,60,1,Fail,-87,1
DDD,2013J,595894,2,London Region,3,60-70%,1,0-35,0,120,1,Withdrawn,-72,1
DDD,2013J,595940,2,Wales,,40-50%,1,0-35,0,120,1,Fail,-38,1
DDD,2013J,595963,2,North Region,3,70-80%,1,0-35,0,60,1,Withdrawn,-22,0
DDD,2013J,595986,1,South West Region,3,80-90%,1,0-35,0,120,1,Pass,-88,1
DDD,2013J,595988,2,London Region,3,Oct-20,1,0-35,0,90,1,Pass,-81,1
DDD,2013J,596093,1,East Anglian Region,3,30-40%,1,0-35,0,60,1,Pass,-87,1
DDD,2013J,596104,2,South West Region,2,70-80%,2,35-55,0,60,1,Fail,-26,1
DDD,2013J,596204,1,East Anglian Region,3,50-60%,2,35-55,0,60,1,Fail,-57,1
DDD,2013J,596270,2,Scotland,,60-70%,1,0-35,0,60,1,Pass,-66,1
DDD,2013J,596292,1,West Midlands Region,2,30-40%,1,0-35,0,120,1,Withdrawn,-87,0
DDD,2013J,596306,1,West Midlands Region,3,40-50%,1,0-35,0,60,1,Fail,-65,1
DDD,2013J,596441,1,South Region,3,90-100%,1,0-35,0,60,1,Pass,-78,1
DDD,2013J,596473,2,Scotland,,40-50%,1,0-35,0,60,1,Fail,-78,1
DDD,2013J,596542,1,West Midlands Region,2,Oct-20,1,0-35,0,60,2,Fail,-64,1
DDD,2013J,596570,1,Scotland,3,80-90%,1,0-35,0,60,1,Pass,-87,1
DDD,2013J,596589,1,Scotland,2,50-60%,1,0-35,0,90,1,Fail,-87,1
DDD,2013J,596620,2,East Midlands Region,2,20-30%,1,0-35,1,60,2,Withdrawn,-58,0
DDD,2013J,596629,1,Wales,,Oct-20,2,35-55,0,60,1,Fail,-32,1
DDD,2013J,596731,1,Yorkshire Region,3,30-40%,1,0-35,0,90,1,Pass,-86,1
DDD,2013J,596845,1,East Anglian Region,3,90-100%,1,0-35,0,60,1,Pass,-80,1
DDD,2013J,596846,1,South West Region,3,50-60%,1,0-35,0,90,1,Distinction,-73,1
DDD,2013J,596978,2,Yorkshire Region,3,50-60%,1,0-35,0,180,1,Withdrawn,-56,0
DDD,2013J,597178,1,Ireland,2,0-10%,1,0-35,0,60,1,Withdrawn,-38,0
DDD,2013J,597192,1,London Region,3,30-40%,2,35-55,0,150,2,Withdrawn,-81,0
DDD,2013J,597235,2,Yorkshire Region,3,20-30%,1,0-35,0,120,1,Fail,-74,1
DDD,2013J,597243,1,East Anglian Region,3,50-60%,1,0-35,0,60,1,Pass,-27,1
DDD,2013J,597308,1,South West Region,3,50-60%,1,0-35,0,90,1,Withdrawn,-57,0
DDD,2013J,597365,1,North Western Region,3,0-10%,2,35-55,0,60,1,Pass,-73,1
DDD,2013J,597403,1,North Western Region,3,Oct-20,1,0-35,0,90,1,Pass,-52,1
DDD,2013J,597428,1,Scotland,,20-30%,1,0-35,0,60,1,Pass,-43,1
DDD,2013J,597433,2,West Midlands Region,3,80-90%,1,0-35,0,60,1,Pass,-81,1
DDD,2013J,597443,1,Scotland,2,30-40%,1,0-35,0,60,1,Fail,-74,1
DDD,2013J,597453,1,South West Region,3,Oct-20,1,0-35,0,60,1,Withdrawn,-81,0
DDD,2013J,597504,2,East Midlands Region,3,50-60%,1,0-35,0,90,1,Withdrawn,-60,0
DDD,2013J,597560,1,East Midlands Region,2,60-70%,2,35-55,0,120,1,Pass,-42,1
DDD,2013J,597561,1,Scotland,3,50-60%,2,35-55,0,90,1,Withdrawn,-70,0
DDD,2013J,597571,1,South Region,2,60-70%,1,0-35,0,120,1,Pass,-22,1
DDD,2013J,597602,1,East Anglian Region,3,80-90%,1,0-35,0,60,1,Pass,-81,1
DDD,2013J,597726,1,London Region,1,20-30%,1,0-35,0,60,1,Fail,-70,1
DDD,2013J,597754,2,South Region,2,80-90%,2,35-55,0,90,1,Withdrawn,-70,0
DDD,2013J,597755,1,Wales,3,70-80%,1,0-35,0,60,1,Pass,-58,1
DDD,2013J,597770,2,West Midlands Region,2,20-30%,1,0-35,0,130,2,Pass,-63,1
DDD,2013J,597871,1,East Anglian Region,,90-100%,3,55<=,0,90,1,Pass,-53,1
DDD,2013J,597924,1,London Region,3,60-70%,1,0-35,0,60,1,Withdrawn,-36,0
DDD,2013J,597938,2,North Western Region,3,Oct-20,1,0-35,0,60,1,Distinction,-59,1
DDD,2013J,597968,1,South East Region,3,80-90%,1,0-35,0,60,1,Pass,-50,1
DDD,2013J,598052,1,South East Region,,40-50%,1,0-35,0,60,1,Pass,-78,1
DDD,2013J,598064,1,Scotland,3,90-100%,2,35-55,0,60,1,Pass,-65,1
DDD,2013J,598089,2,South Region,2,30-40%,1,0-35,0,60,1,Withdrawn,-80,0
DDD,2013J,598123,1,West Midlands Region,3,Oct-20,1,0-35,0,120,2,Withdrawn,-78,0
DDD,2013J,598246,2,North Western Region,3,0-10%,1,0-35,0,120,1,Distinction,-73,1
DDD,2013J,598323,2,Scotland,3,80-90%,1,0-35,0,60,1,Withdrawn,-37,0
DDD,2013J,598430,1,North Region,5,,1,0-35,0,120,1,Withdrawn,-52,0
DDD,2013J,598501,1,South West Region,3,60-70%,1,0-35,0,60,1,Pass,-37,1
DDD,2013J,598516,1,North Western Region,3,80-90%,1,0-35,0,120,1,Pass,-74,1
DDD,2013J,598536,2,East Midlands Region,3,0-10%,1,0-35,0,60,1,Withdrawn,-50,0
DDD,2013J,598637,2,North Western Region,,50-60%,1,0-35,0,60,1,Distinction,-74,1
DDD,2013J,598650,2,Yorkshire Region,3,0-10%,1,0-35,0,60,1,Fail,-74,1
DDD,2013J,598664,1,London Region,,50-60%,2,35-55,0,60,1,Pass,-59,1
DDD,2013J,598665,1,South Region,2,90-100%,2,35-55,0,60,1,Distinction,-55,1
DDD,2013J,598701,1,Scotland,,40-50%,1,0-35,0,60,1,Fail,-53,1
DDD,2013J,598842,1,North Western Region,2,20-30%,1,0-35,0,120,1,Fail,-63,1
DDD,2013J,598860,2,London Region,2,20-30%,1,0-35,0,90,1,Pass,-29,1
DDD,2013J,598949,1,East Midlands Region,2,Oct-20,1,0-35,0,120,1,Withdrawn,-51,0
DDD,2013J,598989,1,North Western Region,3,30-40%,1,0-35,0,60,1,Pass,-70,1
DDD,2013J,599049,2,North Region,2,60-70%,2,35-55,0,120,1,Pass,-38,1
DDD,2013J,599068,1,East Midlands Region,,70-80%,1,0-35,0,60,1,Pass,-73,1
DDD,2013J,599101,2,London Region,2,40-50%,1,0-35,0,60,1,Withdrawn,-72,0
DDD,2013J,599109,1,South East Region,3,70-80%,1,0-35,0,60,1,Pass,-74,1
DDD,2013J,599146,1,South East Region,2,60-70%,1,0-35,0,90,1,Pass,-66,1
DDD,2013J,599169,1,Scotland,3,60-70%,1,0-35,0,60,2,Pass,-36,1
DDD,2013J,599177,1,South Region,2,30-40%,1,0-35,0,120,1,Pass,-74,1
DDD,2013J,599206,1,East Midlands Region,2,Oct-20,1,0-35,0,60,1,Fail,-65,1
DDD,2013J,599262,1,Yorkshire Region,2,60-70%,1,0-35,0,60,1,Withdrawn,-64,1
DDD,2013J,599314,1,South West Region,2,20-30%,1,0-35,0,60,1,Pass,-74,1
DDD,2013J,599406,1,East Anglian Region,2,40-50%,1,0-35,0,120,1,Withdrawn,-53,0
DDD,2013J,599425,1,North Western Region,,Oct-20,1,0-35,0,150,1,Pass,-22,1
DDD,2013J,599577,2,South Region,3,80-90%,2,35-55,0,60,1,Pass,-53,1
DDD,2013J,599585,1,Wales,,30-40%,2,35-55,0,60,1,Pass,-53,1
DDD,2013J,599615,1,East Midlands Region,2,40-50%,1,0-35,0,90,2,Withdrawn,-38,0
DDD,2013J,599649,1,East Midlands Region,,50-60%,1,0-35,0,150,1,Withdrawn,-53,0
DDD,2013J,599655,1,East Anglian Region,2,80-90%,1,0-35,0,120,1,Fail,-73,1
DDD,2013J,599658,1,Scotland,3,50-60%,1,0-35,0,60,1,Fail,-24,1
DDD,2013J,599711,1,West Midlands Region,2,70-80%,1,0-35,0,60,1,Withdrawn,-53,0
DDD,2013J,599725,2,North Western Region,3,90-100%,1,0-35,0,120,2,Pass,-50,1
DDD,2013J,599737,2,Scotland,,60-70%,1,0-35,0,60,1,Pass,-44,1
DDD,2013J,599741,1,South Region,2,80-90%,1,0-35,0,60,2,Withdrawn,-69,0
DDD,2013J,599742,2,South West Region,3,80-90%,1,0-35,0,60,1,Withdrawn,-56,0
DDD,2013J,599837,2,Scotland,3,0-10%,2,35-55,0,120,2,Withdrawn,-43,0
DDD,2013J,599854,2,South Region,3,70-80%,1,0-35,0,120,1,Pass,-43,1
DDD,2013J,599876,2,North Western Region,3,0-10%,1,0-35,0,120,1,Withdrawn,-67,0
DDD,2013J,599947,1,West Midlands Region,3,50-60%,1,0-35,0,120,1,Pass,-72,1
DDD,2013J,600067,1,East Anglian Region,3,80-90%,1,0-35,0,60,1,Pass,-64,1
DDD,2013J,600094,1,North Western Region,3,70-80%,1,0-35,0,90,1,Withdrawn,-67,0
DDD,2013J,600242,2,Yorkshire Region,2,50-60%,2,35-55,0,60,1,Pass,-60,1
DDD,2013J,600289,1,North Region,2,0-10%,1,0-35,0,90,1,Withdrawn,-45,0
DDD,2013J,600365,1,West Midlands Region,2,70-80%,1,0-35,0,60,1,Pass,-35,1
DDD,2013J,600478,1,South East Region,2,80-90%,1,0-35,0,60,1,Pass,-52,1
DDD,2013J,600525,2,North Region,2,20-30%,1,0-35,0,120,1,Withdrawn,-70,0
DDD,2013J,600635,2,South Region,3,60-70%,1,0-35,0,120,1,Pass,-58,1
DDD,2013J,600648,1,East Midlands Region,2,50-60%,2,35-55,0,60,1,Withdrawn,-59,0
DDD,2013J,600671,1,South Region,2,60-70%,1,0-35,0,120,1,Distinction,-70,1
DDD,2013J,600686,1,South Region,,80-90%,1,0-35,0,60,1,Pass,-66,1
DDD,2013J,600753,2,South Region,3,30-40%,1,0-35,0,180,1,Withdrawn,-69,0
DDD,2013J,600796,2,Ireland,2,80-90%,1,0-35,0,60,1,Pass,-49,1
DDD,2013J,600817,2,North Region,2,,1,0-35,0,60,1,Distinction,-66,1
DDD,2013J,600842,1,North Western Region,3,30-40%,1,0-35,0,60,1,Withdrawn,-69,0
DDD,2013J,600859,1,Scotland,,20-30%,1,0-35,0,90,1,Withdrawn,-49,0
DDD,2013J,600963,1,West Midlands Region,2,70-80%,1,0-35,0,120,1,Withdrawn,-67,0
DDD,2013J,601048,2,North Western Region,3,0-10%,1,0-35,0,60,1,Fail,-67,1
DDD,2013J,601088,2,South West Region,2,30-40%,1,0-35,0,90,1,Fail,-38,1
DDD,2013J,601092,1,West Midlands Region,3,40-50%,2,35-55,0,60,1,Pass,-37,1
DDD,2013J,601133,1,South East Region,3,70-80%,1,0-35,0,60,1,Fail,-50,1
DDD,2013J,601204,1,North Region,3,,1,0-35,0,60,1,Withdrawn,-32,0
DDD,2013J,601230,1,West Midlands Region,2,Oct-20,1,0-35,0,120,1,Pass,-37,1
DDD,2013J,601234,1,North Western Region,3,40-50%,2,35-55,0,60,1,Pass,-22,1
DDD,2013J,601263,1,East Anglian Region,2,40-50%,1,0-35,0,60,1,Pass,-66,1
DDD,2013J,601270,2,Scotland,2,50-60%,1,0-35,0,120,1,Withdrawn,-32,0
DDD,2013J,601286,1,East Anglian Region,3,70-80%,1,0-35,0,60,1,Withdrawn,-42,0
DDD,2013J,601289,2,North Region,,,2,35-55,0,60,1,Withdrawn,-65,0
DDD,2013J,601293,2,London Region,3,Oct-20,1,0-35,0,90,2,Pass,-52,1
DDD,2013J,601310,1,Ireland,2,40-50%,1,0-35,0,60,1,Fail,-26,1
DDD,2013J,601380,2,London Region,3,70-80%,1,0-35,0,120,1,Pass,-50,1
DDD,2013J,601392,1,East Midlands Region,3,30-40%,1,0-35,0,60,1,Withdrawn,-60,0
DDD,2013J,601467,2,East Anglian Region,2,70-80%,1,0-35,0,90,1,Fail,-37,1
DDD,2013J,601488,1,North Western Region,2,20-30%,1,0-35,0,60,1,Withdrawn,-42,0
DDD,2013J,601566,1,North Western Region,3,60-70%,1,0-35,0,60,1,Pass,-66,1
DDD,2013J,601579,2,South East Region,3,80-90%,1,0-35,0,90,1,Pass,-58,1
DDD,2013J,601731,1,London Region,3,30-40%,1,0-35,0,210,1,Withdrawn,-44,0
DDD,2013J,601857,2,South Region,2,60-70%,1,0-35,0,150,2,Pass,-56,1
DDD,2013J,602302,2,North Region,2,,1,0-35,0,60,1,Pass,-60,1
DDD,2013J,602312,1,Yorkshire Region,3,40-50%,1,0-35,0,120,2,Withdrawn,-64,0
DDD,2013J,602356,2,Wales,3,90-100%,1,0-35,0,60,1,Pass,-38,1
DDD,2013J,602404,2,South East Region,3,60-70%,1,0-35,0,60,2,Pass,-29,1
DDD,2013J,602413,1,North Western Region,,80-90%,1,0-35,0,90,1,Withdrawn,-39,0
DDD,2013J,602452,1,West Midlands Region,2,0-10%,1,0-35,0,60,1,Withdrawn,-63,0
DDD,2013J,602453,2,Ireland,3,40-50%,1,0-35,0,120,1,Withdrawn,-59,0
DDD,2013J,602595,2,South Region,3,60-70%,1,0-35,0,60,1,Pass,-50,1
DDD,2013J,602692,2,London Region,3,Oct-20,1,0-35,0,120,2,Withdrawn,-42,0
DDD,2013J,602706,1,South East Region,2,60-70%,1,0-35,0,60,1,Withdrawn,-59,0
DDD,2013J,602725,1,North Western Region,2,80-90%,1,0-35,0,120,1,Fail,-36,1
DDD,2013J,602729,1,Yorkshire Region,3,40-50%,1,0-35,0,60,1,Fail,-51,1
DDD,2013J,602783,1,South Region,3,80-90%,1,0-35,0,60,1,Pass,-56,1
DDD,2013J,602856,2,East Anglian Region,,50-60%,1,0-35,0,60,1,Distinction,-59,1
DDD,2013J,602902,2,Yorkshire Region,2,80-90%,1,0-35,0,90,1,Pass,-60,1
DDD,2013J,602986,1,Scotland,3,90-100%,2,35-55,0,120,1,Fail,-39,1
DDD,2013J,603034,1,South East Region,,70-80%,1,0-35,0,60,1,Pass,-42,1
DDD,2013J,603049,1,Scotland,,30-40%,1,0-35,0,60,1,Pass,-37,1
DDD,2013J,603201,1,Ireland,3,,2,35-55,0,60,1,Withdrawn,-59,0
DDD,2013J,603302,1,South West Region,3,20-30%,1,0-35,0,120,2,Withdrawn,-57,0
DDD,2013J,603325,2,South East Region,3,30-40%,1,0-35,0,60,2,Distinction,-57,1
DDD,2013J,603410,1,London Region,3,20-30%,1,0-35,0,60,1,Fail,-50,1
DDD,2013J,603431,1,East Midlands Region,3,0-10%,1,0-35,0,60,2,Pass,-53,1
DDD,2013J,603469,2,Wales,,60-70%,1,0-35,0,180,1,Fail,-45,1
DDD,2013J,603498,1,Yorkshire Region,3,40-50%,1,0-35,0,90,1,Fail,-58,1
DDD,2013J,603513,2,South East Region,,30-40%,1,0-35,0,60,1,Pass,-38,1
DDD,2013J,603669,1,East Anglian Region,3,70-80%,1,0-35,0,120,1,Withdrawn,-57,0
DDD,2013J,603684,1,North Western Region,2,50-60%,1,0-35,0,60,1,Withdrawn,-43,1
DDD,2013J,603730,2,East Anglian Region,3,60-70%,2,35-55,0,120,1,Fail,-58,1
DDD,2013J,603749,1,South East Region,3,90-100%,2,35-55,0,60,1,Withdrawn,-51,0
DDD,2013J,603803,1,East Midlands Region,3,30-40%,2,35-55,0,120,1,Withdrawn,-57,0
DDD,2013J,603850,1,Scotland,2,40-50%,2,35-55,0,60,1,Withdrawn,-57,0
DDD,2013J,603931,1,North Region,2,Oct-20,1,0-35,0,120,1,Withdrawn,-57,0
DDD,2013J,603953,2,North Region,3,30-40%,1,0-35,0,120,1,Withdrawn,-56,0
DDD,2013J,604055,1,North Western Region,3,80-90%,1,0-35,0,120,1,Pass,-45,1
DDD,2013J,604072,2,South Region,3,60-70%,1,0-35,0,120,1,Pass,-56,1
DDD,2013J,604156,1,London Region,3,20-30%,1,0-35,0,60,1,Pass,-44,1
DDD,2013J,604281,2,London Region,,20-30%,1,0-35,0,60,1,Distinction,-50,1
DDD,2013J,604317,1,North Western Region,,90-100%,1,0-35,0,60,1,Pass,-51,1
DDD,2013J,604392,2,East Anglian Region,3,40-50%,1,0-35,0,60,1,Withdrawn,-32,1
DDD,2013J,604398,2,North Region,1,Oct-20,1,0-35,0,180,1,Withdrawn,,0
DDD,2013J,604462,1,North Western Region,2,20-30%,1,0-35,0,90,1,Fail,-53,1
DDD,2013J,604546,1,East Anglian Region,2,70-80%,2,35-55,0,60,2,Withdrawn,-39,0
DDD,2013J,604559,1,Yorkshire Region,3,90-100%,1,0-35,0,90,1,Fail,-53,1
DDD,2013J,604574,1,Wales,3,0-10%,1,0-35,0,60,1,Withdrawn,-53,0
DDD,2013J,604627,1,South East Region,3,50-60%,1,0-35,0,90,1,Pass,-44,1
DDD,2013J,604641,1,North Western Region,3,40-50%,1,0-35,0,60,1,Fail,-36,1
DDD,2013J,604655,1,Wales,3,70-80%,1,0-35,0,90,2,Withdrawn,-53,0
DDD,2013J,604692,2,South East Region,2,60-70%,1,0-35,0,120,1,Withdrawn,-53,0
DDD,2013J,604723,1,South Region,3,90-100%,1,0-35,0,90,1,Pass,-17,1
DDD,2013J,604729,1,South Region,3,80-90%,1,0-35,0,60,1,Withdrawn,-53,0
DDD,2013J,604854,2,East Midlands Region,3,80-90%,1,0-35,0,90,1,Pass,-43,1
DDD,2013J,604912,1,East Anglian Region,2,30-40%,1,0-35,0,90,2,Withdrawn,-36,1
DDD,2013J,604952,2,North Western Region,2,20-30%,1,0-35,0,120,1,Withdrawn,-51,0
DDD,2013J,605005,1,South Region,2,50-60%,1,0-35,0,60,1,Withdrawn,-36,0
DDD,2013J,605070,1,North Region,3,,1,0-35,0,120,1,Fail,-39,1
DDD,2013J,605105,1,North Western Region,2,20-30%,1,0-35,0,90,2,Fail,-51,1
DDD,2013J,605118,2,North Western Region,2,40-50%,2,35-55,0,60,1,Fail,-31,1
DDD,2013J,605144,1,Scotland,,80-90%,1,0-35,0,90,1,Pass,-39,1
DDD,2013J,605191,1,South East Region,3,60-70%,1,0-35,0,60,1,Fail,-42,1
DDD,2013J,605245,2,Scotland,,90-100%,2,35-55,0,60,1,Fail,-39,1
DDD,2013J,605266,2,London Region,3,40-50%,1,0-35,0,90,1,Pass,-51,1
DDD,2013J,605313,1,North Region,3,30-40%,1,0-35,0,60,1,Withdrawn,-26,0
DDD,2013J,605476,1,South Region,3,90-100%,1,0-35,0,120,1,Pass,-24,1
DDD,2013J,605540,1,London Region,3,20-30%,1,0-35,0,90,2,Distinction,-51,1
DDD,2013J,605561,1,Scotland,2,90-100%,1,0-35,0,60,1,Fail,-39,1
DDD,2013J,605652,2,South Region,3,90-100%,1,0-35,0,180,1,Withdrawn,19,0
DDD,2013J,605703,1,London Region,3,40-50%,1,0-35,0,90,1,Pass,-50,1
DDD,2013J,605859,1,East Anglian Region,2,80-90%,1,0-35,0,90,1,Withdrawn,-37,0
DDD,2013J,605885,1,Ireland,,,1,0-35,0,70,1,Withdrawn,-42,0
DDD,2013J,605941,2,South West Region,2,50-60%,1,0-35,0,90,2,Pass,-50,1
DDD,2013J,606082,1,South West Region,2,30-40%,1,0-35,0,120,1,Pass,-19,1
DDD,2013J,606270,1,London Region,2,50-60%,1,0-35,0,60,1,Fail,-49,1
DDD,2013J,606319,2,South Region,2,80-90%,1,0-35,0,90,1,Pass,-35,1
DDD,2013J,606322,1,South East Region,3,40-50%,1,0-35,0,60,1,Pass,-49,1
DDD,2013J,606344,1,Yorkshire Region,3,20-30%,1,0-35,0,60,1,Pass,-36,1
DDD,2013J,606492,2,South East Region,2,40-50%,1,0-35,0,60,1,Fail,-49,1
DDD,2013J,606513,1,West Midlands Region,2,40-50%,1,0-35,0,60,2,Withdrawn,-37,0
DDD,2013J,606593,1,Scotland,3,20-30%,1,0-35,0,120,1,Withdrawn,-32,0
DDD,2013J,606665,1,North Western Region,3,20-30%,1,0-35,0,90,1,Pass,-45,1
DDD,2013J,606719,2,South Region,,70-80%,2,35-55,0,60,1,Withdrawn,-32,0
DDD,2013J,606788,2,London Region,,20-30%,1,0-35,0,90,2,Distinction,-35,1
DDD,2013J,606908,1,Yorkshire Region,2,90-100%,1,0-35,0,60,2,Pass,-45,1
DDD,2013J,607061,1,Scotland,3,20-30%,1,0-35,0,90,1,Distinction,-36,1
DDD,2013J,607073,2,North Region,5,,2,35-55,0,60,1,Pass,-45,1
DDD,2013J,607110,1,South Region,3,70-80%,1,0-35,0,120,1,Withdrawn,-22,0
DDD,2013J,607151,2,Scotland,3,50-60%,1,0-35,0,60,1,Distinction,-45,1
DDD,2013J,607196,1,East Anglian Region,3,70-80%,1,0-35,0,60,1,Pass,-35,1
DDD,2013J,607231,1,West Midlands Region,3,30-40%,1,0-35,0,90,1,Fail,-42,1
DDD,2013J,607316,2,Scotland,2,Oct-20,1,0-35,0,60,1,Pass,-31,1
DDD,2013J,607427,2,South West Region,2,50-60%,1,0-35,0,150,2,Withdrawn,-39,0
DDD,2013J,607485,1,Scotland,3,80-90%,1,0-35,0,60,2,Pass,-35,1
DDD,2013J,607498,2,North Region,3,,1,0-35,0,90,1,Fail,-37,1
DDD,2013J,607515,1,North Western Region,2,60-70%,1,0-35,0,120,1,Withdrawn,-42,1
DDD,2013J,607555,1,Scotland,,70-80%,1,0-35,0,60,1,Pass,-37,1
DDD,2013J,607622,1,Scotland,3,50-60%,1,0-35,0,60,1,Fail,-44,1
DDD,2013J,607670,1,Scotland,3,30-40%,1,0-35,0,60,1,Fail,-36,1
DDD,2013J,607800,2,London Region,,Oct-20,1,0-35,0,60,1,Distinction,-44,1
DDD,2013J,607854,2,South West Region,,40-50%,1,0-35,0,90,1,Fail,-44,1
DDD,2013J,607900,1,South East Region,3,70-80%,2,35-55,0,60,1,Distinction,-43,1
DDD,2013J,607927,2,North Western Region,2,30-40%,1,0-35,0,120,1,Pass,-43,1
DDD,2013J,607928,2,Yorkshire Region,3,50-60%,2,35-55,0,120,1,Withdrawn,-42,0
DDD,2013J,607966,2,North Region,3,Oct-20,1,0-35,0,90,1,Withdrawn,-42,0
DDD,2013J,608062,1,South Region,3,80-90%,1,0-35,0,60,2,Pass,-39,1
DDD,2013J,608170,1,South East Region,3,70-80%,1,0-35,0,60,1,Withdrawn,-43,0
DDD,2013J,608178,2,Ireland,2,0-10%,1,0-35,0,60,1,Fail,-43,1
DDD,2013J,608206,1,Ireland,3,,1,0-35,0,120,1,Withdrawn,-39,0
DDD,2013J,608217,2,South East Region,,90-100%,2,35-55,0,60,1,Pass,-42,1
DDD,2013J,608238,1,North Region,2,,2,35-55,0,120,1,Distinction,-24,1
DDD,2013J,608267,1,South West Region,3,0-10%,1,0-35,0,60,1,Pass,-31,1
DDD,2013J,608284,1,West Midlands Region,3,0-10%,1,0-35,0,120,1,Fail,-43,1
DDD,2013J,608417,2,South Region,3,Oct-20,1,0-35,0,60,1,Pass,-29,1
